Time,Accel-X (g), Accel-Y (g), Accel-Z (g)
15:14:17,2.162109,-0.48877,0.039551
15:14:17,1.164307,-0.362793,-0.304199
15:14:17,1.010742,-0.382813,0.22876
15:14:17,0.773193,-0.395264,0.708984
15:14:17,0.540771,-0.275146,0.826416
15:14:17,0.399902,-0.130859,0.574463
15:14:17,0.606689,-0.26123,0.554688
15:14:17,1.049561,-0.413574,0.494629
15:14:17,0.984619,-0.293701,0.27832
15:14:17,0.931885,-0.069092,0.318115
15:14:17,0.909424,0.09375,0.420654
15:14:17,0.912842,0.340332,0.416016
15:14:17,1.001953,0.65918,0.227051
15:14:17,0.909424,0.633301,0.043213
15:14:17,0.979736,0.175537,0.23291
15:14:17,1.039307,-0.086426,0.41748
15:14:17,0.79248,-0.021484,0.400879
15:14:17,0.782715,-0.025391,0.472412
15:14:17,0.836426,0.008789,0.424072
15:14:17,0.899414,0.051025,0.316895
15:14:17,0.986816,0.140381,0.2854
15:14:17,0.880859,0.217529,0.286621
15:14:17,0.825684,0.187988,0.340332
15:14:17,0.884033,0.07666,0.377686
15:14:17,0.926025,0.029297,0.355957
15:14:17,0.938477,0.06543,0.325684
15:14:17,0.953125,0.109375,0.296631
15:14:17,0.968506,0.094971,0.280762
15:14:17,0.954102,0.065186,0.309326
15:14:17,0.952881,0.044189,0.329346
15:14:17,0.95459,0.091797,0.294922
15:14:17,0.945557,0.059814,0.343994
15:14:17,0.895752,0.022461,0.37793
15:14:17,0.925049,0.006592,0.43042
15:14:17,0.858398,-0.016357,0.503662
15:14:17,0.810791,-0.062988,0.513672
15:14:17,0.783447,-0.091797,0.485352
15:14:17,0.945313,-0.072266,0.437012
15:14:17,0.962646,-0.174805,0.412598
15:14:17,0.830811,-0.286865,0.413574
15:14:17,0.927246,-0.259033,0.318848
15:14:17,-0.884766,-1.130859,1.764648
15:14:17,-0.724121,-0.45459,1.976318
15:14:17,1.305664,0.968506,-0.29834
15:14:17,1.366699,0.9021,-0.494141
15:14:17,2.31543,1.417725,0.595215
15:14:17,1.446777,0.473389,1.348145
15:14:17,1.826172,0.577637,1.625244
15:14:17,1.562988,0.501709,1.123535
15:14:17,1.702637,1.014893,-0.766846
15:14:17,5.930176,2.704346,-1.40332
15:14:17,7.999756,0.238525,-1.029053
15:14:17,5.680664,0.121338,-1.791748
15:14:17,3.047607,0.403076,0.436279
15:14:17,2.228027,0.486816,1.409912
15:14:17,1.580811,1.02417,1.36084
15:14:17,0.687256,1.199463,0.004395
15:14:17,0.092041,1.120117,-1.360352
15:14:17,-0.099121,1.298828,-1.424072
15:14:17,-0.107178,1.134033,-0.968018
15:14:17,-0.088867,0.705322,-0.272461
15:14:17,-0.455078,0.419678,0.12085
15:14:17,-0.800537,0.299561,0.232422
15:14:17,-0.877197,0.256348,0.401611
15:14:17,-0.376465,0.571045,0.340332
15:14:17,0.24707,1.115723,0.247314
15:14:17,0.611328,1.365479,0.099609
15:14:17,0.809082,1.280518,0.065186
15:14:17,0.953125,1.195313,0.234619
15:14:17,1.067139,1.155762,0.378662
15:14:17,1.186035,1.140869,0.455566
15:14:17,1.363525,1.22583,0.486084
15:14:17,1.573486,1.375,0.481445
15:14:17,1.803711,1.607666,0.40918
15:14:17,2.00415,1.864502,0.206543
15:14:17,2.05835,1.982422,-0.200928
15:14:17,2.00415,1.944336,-0.685791
15:14:17,2.108887,1.720215,-1.147461
15:14:17,3.044678,1.508789,-1.600586
15:14:17,4.300537,0.68335,-1.979736
15:14:17,2.473877,0.009521,-5.10083
15:14:17,2.103271,-0.421143,-4.360352
15:14:17,0.760254,-0.327148,-3.294922
15:14:17,0.102783,-0.093994,-3.719482
15:14:17,0.394043,-0.26416,-4.186768
15:14:17,1.157715,-1.01001,-4.115234
15:14:17,1.357422,-1.416504,-3.078369
15:14:17,0.37207,-0.630859,-1.533447
15:14:17,-0.151367,-0.512207,-0.772705
15:14:17,1.313477,0.914307,0.003662
15:14:17,1.140137,0.422119,0.859863
15:14:17,-0.005615,-0.374268,0.660645
15:14:17,1.591309,0.320801,1.046631
15:14:17,5.009277,2.685791,2.153809
15:14:17,2.374756,1.493896,0.079102
15:14:17,-0.323242,0.849609,-1.95166
15:14:17,2.826904,1.173096,-0.664551
15:14:17,4.283936,-0.43042,0.155518
15:14:17,1.866211,-0.716309,-0.382813
